"Retailer";"Retailer ID";"Invoice Date";"month";"Region";"State";"City";"category";"Product";"gender";"Price per Unit";"Units Sold";"Total Sales";"Operating Profit";"Operating Margin";"Sales Method"
"West Gear";1128299;"2021-06-24";"June";"West";"Oregon";"Portland";"footwear";"Women's Athletic Footwear";"female";74;158;11692;5846;50;"Online"
"West Gear";1128299;"2021-06-24";"June";"West";"Oregon";"Portland";"apparel";"Men's Apparel";"male";86;108;9288;4923;53;"Online"
"West Gear";1128299;"2021-06-24";"June";"West";"Oregon";"Portland";"apparel";"Women's Apparel";"female";95;189;17955;8080;45;"Online"
"West Gear";1128299;"2021-07-23";"July";"West";"Oregon";"Portland";"footwear";"Men's Street Footwear";"male";79;255;20145;9670;48;"Online"
"West Gear";1128299;"2021-07-23";"July";"West";"Oregon";"Portland";"footwear";"Men's Athletic Footwear";"male";85;196;16660;7830;47;"Online"
"West Gear";1128299;"2021-07-23";"July";"West";"Oregon";"Portland";"footwear";"Women's Street Footwear";"female";86;163;14018;6588;47;"Online"
"West Gear";1128299;"2021-07-23";"July";"West";"Oregon";"Portland";"footwear";"Women's Athletic Footwear";"female";82;165;13530;6494;48;"Online"
"West Gear";1128299;"2021-07-23";"July";"West";"Oregon";"Portland";"apparel";"Men's Apparel";"male";84;156;13104;6552;50;"Online"
"West Gear";1128299;"2021-07-23";"July";"West";"Oregon";"Portland";"apparel";"Women's Apparel";"female";97;150;14550;6111;42;"Online"
"West Gear";1128299;"2021-08-24";"August";"West";"Oregon";"Portland";"footwear";"Men's Street Footwear";"male";81;200;16200;7776;48;"Online"
"West Gear";1128299;"2021-08-24";"August";"West";"Oregon";"Portland";"footwear";"Men's Athletic Footwear";"male";76;233;17708;8677;49;"Online"
"West Gear";1128299;"2021-08-24";"August";"West";"Oregon";"Portland";"footwear";"Women's Street Footwear";"female";68;195;13260;6497;49;"Online"
"West Gear";1128299;"2021-08-24";"August";"West";"Oregon";"Portland";"footwear";"Women's Athletic Footwear";"female";68;119;8092;3722;46;"Online"
"West Gear";1128299;"2021-08-24";"August";"West";"Oregon";"Portland";"apparel";"Men's Apparel";"male";65;128;8320;4410;53;"Online"
"West Gear";1128299;"2021-08-24";"August";"West";"Oregon";"Portland";"apparel";"Women's Apparel";"female";69;73;5037;2216;44;"Online"
"West Gear";1128299;"2021-09-25";"September";"West";"Oregon";"Portland";"footwear";"Men's Street Footwear";"male";46;122;5612;2525;45;"Online"
"West Gear";1128299;"2021-09-25";"September";"West";"Oregon";"Portland";"footwear";"Men's Athletic Footwear";"male";51;122;6222;2862;46;"Online"
"West Gear";1128299;"2021-09-25";"September";"West";"Oregon";"Portland";"footwear";"Women's Street Footwear";"female";49;75;3675;1654;45;"Online"
"West Gear";1128299;"2021-09-25";"September";"West";"Oregon";"Portland";"footwear";"Women's Athletic Footwear";"female";49;52;2548;1172;46;"Online"
"West Gear";1128299;"2021-09-25";"September";"West";"Oregon";"Portland";"apparel";"Men's Apparel";"male";58;59;3422;1814;53;"Online"
"West Gear";1128299;"2021-09-25";"September";"West";"Oregon";"Portland";"apparel";"Women's Apparel";"female";41;73;2993;1257;42;"Online"
"West Gear";1128299;"2021-10-24";"October";"West";"Oregon";"Portland";"footwear";"Men's Street Footwear";"male";38;102;3876;1822;47;"Online"
"West Gear";1128299;"2021-10-24";"October";"West";"Oregon";"Portland";"footwear";"Men's Athletic Footwear";"male";50;142;7100;3266;46;"Online"
"West Gear";1128299;"2021-10-24";"October";"West";"Oregon";"Portland";"footwear";"Women's Street Footwear";"female";46;91;4186;2051;49;"Online"
"West Gear";1128299;"2021-10-24";"October";"West";"Oregon";"Portland";"footwear";"Women's Athletic Footwear";"female";44;81;3564;1711;48;"Online"
"West Gear";1128299;"2021-10-24";"October";"West";"Oregon";"Portland";"apparel";"Men's Apparel";"male";51;75;3825;2066;54;"Online"
"West Gear";1128299;"2021-10-24";"October";"West";"Oregon";"Portland";"apparel";"Women's Apparel";"female";58;105;6090;2619;43;"Online"
"West Gear";1128299;"2021-11-24";"November";"West";"Oregon";"Portland";"footwear";"Men's Street Footwear";"male";44;173;7612;3502;46;"Online"
"West Gear";1128299;"2021-11-24";"November";"West";"Oregon";"Portland";"footwear";"Men's Athletic Footwear";"male";48;195;9360;4680;50;"Online"
"West Gear";1128299;"2021-11-24";"November";"West";"Oregon";"Portland";"footwear";"Women's Street Footwear";"female";42;128;5376;2688;50;"Online"
"West Gear";1128299;"2021-11-24";"November";"West";"Oregon";"Portland";"footwear";"Women's Athletic Footwear";"female";51;131;6681;3073;46;"Online"
"West Gear";1128299;"2021-11-24";"November";"West";"Oregon";"Portland";"apparel";"Men's Apparel";"male";68;111;7548;4076;54;"Online"
"West Gear";1128299;"2021-11-24";"November";"West";"Oregon";"Portland";"apparel";"Women's Apparel";"female";76;149;11324;4756;42;"Online"
"West Gear";1128299;"2021-12-23";"December";"West";"Oregon";"Portland";"footwear";"Men's Street Footwear";"male";61;188;11468;5505;48;"Online"
"West Gear";1128299;"2021-12-23";"December";"West";"Oregon";"Portland";"footwear";"Men's Athletic Footwear";"male";72;218;15696;7377;47;"Online"
"West Gear";1128299;"2021-12-23";"December";"West";"Oregon";"Portland";"footwear";"Women's Street Footwear";"female";67;165;11055;4975;45;"Online"
"West Gear";1128299;"2021-12-23";"December";"West";"Oregon";"Portland";"footwear";"Women's Athletic Footwear";"female";67;143;9581;4311;45;"Online"
"West Gear";1128299;"2021-12-23";"December";"West";"Oregon";"Portland";"apparel";"Men's Apparel";"male";72;133;9576;4788;50;"Online"
"West Gear";1128299;"2021-12-23";"December";"West";"Oregon";"Portland";"apparel";"Women's Apparel";"female";77;173;13321;5328;40;"Online"
"West Gear";1128299;"2021-01-17";"January";"West";"Oregon";"Portland";"footwear";"Men's Street Footwear";"male";33;100;3300;1683;51;"Online"
"West Gear";1128299;"2021-01-17";"January";"West";"Oregon";"Portland";"footwear";"Men's Athletic Footwear";"male";42;100;4200;2268;54;"Online"
"West Gear";1128299;"2021-01-17";"January";"West";"Oregon";"Portland";"footwear";"Women's Street Footwear";"female";43;112;4816;2601;54;"Online"
"West Gear";1128299;"2021-01-17";"January";"West";"Oregon";"Portland";"footwear";"Women's Athletic Footwear";"female";41;68;2788;1533;55;"Online"
"West Gear";1128299;"2021-01-17";"January";"West";"Oregon";"Portland";"apparel";"Men's Apparel";"male";46;58;2668;1574;59;"Online"
"West Gear";1128299;"2021-01-17";"January";"West";"Oregon";"Portland";"apparel";"Women's Apparel";"female";41;122;5002;2401;48;"Online"
"West Gear";1128299;"2021-02-17";"February";"West";"Oregon";"Portland";"footwear";"Men's Street Footwear";"male";33;140;4620;2449;53;"Online"
"West Gear";1128299;"2021-02-17";"February";"West";"Oregon";"Portland";"footwear";"Men's Athletic Footwear";"male";41;116;4756;2426;51;"Online"
"West Gear";1128299;"2021-02-17";"February";"West";"Oregon";"Portland";"footwear";"Women's Street Footwear";"female";41;120;4920;2558;52;"Online"
"West Gear";1128299;"2021-02-17";"February";"South";"Louisiana";"New Orleans";"footwear";"Women's Athletic Footwear";"female";44;73;3212;1767;55;"Online"
"West Gear";1128299;"2021-02-17";"February";"South";"Louisiana";"New Orleans";"apparel";"Men's Apparel";"male";48;51;2448;1469;60;"Online"
"West Gear";1128299;"2021-02-17";"February";"South";"Louisiana";"New Orleans";"apparel";"Women's Apparel";"female";44;105;4620;2218;48;"Online"
"West Gear";1128299;"2021-03-16";"March";"South";"Louisiana";"New Orleans";"footwear";"Men's Street Footwear";"male";44;147;6468;3299;51;"Online"
"West Gear";1128299;"2021-03-16";"March";"South";"Louisiana";"New Orleans";"footwear";"Men's Athletic Footwear";"male";51;101;5151;2833;55;"Online"
"West Gear";1128299;"2021-03-16";"March";"South";"Louisiana";"New Orleans";"footwear";"Women's Street Footwear";"female";56;116;6496;3573;55;"Online"
"West Gear";1128299;"2021-03-16";"March";"South";"Louisiana";"New Orleans";"footwear";"Women's Athletic Footwear";"female";50;84;4200;2310;55;"Online"
"West Gear";1128299;"2021-03-16";"March";"South";"Louisiana";"New Orleans";"apparel";"Men's Apparel";"male";56;39;2184;1310;60;"Online"
"West Gear";1128299;"2021-03-16";"March";"South";"Louisiana";"New Orleans";"apparel";"Women's Apparel";"female";41;95;3895;1753;45;"Online"
"West Gear";1128299;"2021-04-17";"April";"South";"Louisiana";"New Orleans";"footwear";"Men's Street Footwear";"male";48;142;6816;3544;52;"Online"
"West Gear";1128299;"2021-04-17";"April";"South";"Louisiana";"New Orleans";"footwear";"Men's Athletic Footwear";"male";52;88;4576;2288;50;"Online"
"West Gear";1128299;"2021-04-17";"April";"South";"Louisiana";"New Orleans";"footwear";"Women's Street Footwear";"female";52;105;5460;2785;51;"Online"
"West Gear";1128299;"2021-04-17";"April";"South";"Louisiana";"New Orleans";"footwear";"Women's Athletic Footwear";"female";39;74;2886;1530;53;"Online"
"West Gear";1128299;"2021-04-17";"April";"South";"Louisiana";"New Orleans";"apparel";"Men's Apparel";"male";43;53;2279;1299;57;"Online"
"West Gear";1128299;"2021-04-17";"April";"South";"Louisiana";"New Orleans";"apparel";"Women's Apparel";"female";55;105;5775;2888;50;"Online"
"West Gear";1128299;"2021-05-18";"May";"South";"Louisiana";"New Orleans";"footwear";"Men's Street Footwear";"male";43;160;6880;3646;53;"Online"
"West Gear";1128299;"2021-05-18";"May";"South";"Louisiana";"New Orleans";"footwear";"Men's Athletic Footwear";"male";47;100;4700;2444;52;"Online"
"West Gear";1128299;"2021-05-18";"May";"South";"Louisiana";"New Orleans";"footwear";"Women's Street Footwear";"female";49;112;5488;2799;51;"Online"
"West Gear";1128299;"2021-05-18";"May";"South";"Louisiana";"New Orleans";"footwear";"Women's Athletic Footwear";"female";44;85;3740;1907;51;"Online"
"West Gear";1128299;"2021-05-18";"May";"South";"Louisiana";"New Orleans";"apparel";"Men's Apparel";"male";36;65;2340;1381;59;"Online"
"West Gear";1128299;"2021-05-18";"May";"South";"Louisiana";"New Orleans";"apparel";"Women's Apparel";"female";59;167;9853;4434;45;"Online"
"West Gear";1128299;"2021-06-17";"June";"South";"Louisiana";"New Orleans";"footwear";"Men's Street Footwear";"male";58;248;14384;7336;51;"Online"
"West Gear";1128299;"2021-06-17";"June";"South";"Louisiana";"New Orleans";"footwear";"Men's Athletic Footwear";"male";65;210;13650;7098;52;"Online"
"West Gear";1128299;"2021-06-17";"June";"South";"Louisiana";"New Orleans";"footwear";"Women's Street Footwear";"female";83;203;16849;9267;55;"Online"
"West Gear";1128299;"2021-06-17";"June";"South";"Louisiana";"New Orleans";"footwear";"Women's Athletic Footwear";"female";82;161;13202;7261;55;"Online"
"West Gear";1128299;"2021-06-17";"June";"South";"Louisiana";"New Orleans";"apparel";"Men's Apparel";"male";92;117;10764;6135;57;"Online"
"West Gear";1128299;"2021-06-17";"June";"South";"Louisiana";"New Orleans";"apparel";"Women's Apparel";"female";100;195;19500;9360;48;"Online"
"West Gear";1128299;"2021-07-16";"July";"South";"Louisiana";"New Orleans";"footwear";"Men's Street Footwear";"male";86;270;23220;12307;53;"Online"
"West Gear";1128299;"2021-07-16";"July";"South";"Louisiana";"New Orleans";"footwear";"Men's Athletic Footwear";"male";92;203;18676;10272;55;"Online"
"West Gear";1128299;"2021-07-16";"July";"South";"Louisiana";"New Orleans";"footwear";"Women's Street Footwear";"female";90;196;17640;9526;54;"Online"
"West Gear";1128299;"2021-07-16";"July";"South";"Louisiana";"New Orleans";"footwear";"Women's Athletic Footwear";"female";86;168;14448;7802;54;"Online"
"West Gear";1128299;"2021-07-16";"July";"South";"Louisiana";"New Orleans";"apparel";"Men's Apparel";"male";86;189;16254;9427;58;"Online"
"West Gear";1128299;"2021-07-16";"July";"South";"Louisiana";"New Orleans";"apparel";"Women's Apparel";"female";103;163;16789;8059;48;"Online"
"West Gear";1128299;"2021-08-17";"August";"South";"Louisiana";"New Orleans";"footwear";"Men's Street Footwear";"male";86;255;21930;11184;51;"Online"
"West Gear";1128299;"2021-08-17";"August";"South";"Louisiana";"New Orleans";"footwear";"Men's Athletic Footwear";"male";77;239;18403;9386;51;"Online"
"West Gear";1128299;"2021-08-17";"August";"South";"Louisiana";"New Orleans";"footwear";"Women's Street Footwear";"female";70;189;13230;7277;55;"Online"
"West Gear";1128299;"2021-08-17";"August";"South";"Louisiana";"New Orleans";"footwear";"Women's Athletic Footwear";"female";74;128;9472;5020;53;"Online"
"West Gear";1128299;"2021-08-17";"August";"South";"Louisiana";"New Orleans";"apparel";"Men's Apparel";"male";64;138;8832;5211;59;"Online"
"West Gear";1128299;"2021-08-17";"August";"South";"Louisiana";"New Orleans";"apparel";"Women's Apparel";"female";63;90;5670;2778;49;"Online"
"West Gear";1128299;"2021-09-18";"September";"South";"Louisiana";"New Orleans";"footwear";"Men's Street Footwear";"male";43;145;6235;3429;55;"Online"
"West Gear";1128299;"2021-09-18";"September";"South";"Louisiana";"New Orleans";"footwear";"Men's Athletic Footwear";"male";46;125;5750;2933;51;"Online"
"West Gear";1128299;"2021-09-18";"September";"South";"Louisiana";"New Orleans";"footwear";"Women's Street Footwear";"female";43;78;3354;1744;52;"Online"
"West Gear";1128299;"2021-09-18";"September";"South";"Louisiana";"New Orleans";"footwear";"Women's Athletic Footwear";"female";41;63;2583;1317;51;"Online"
"West Gear";1128299;"2021-09-18";"September";"South";"Louisiana";"New Orleans";"apparel";"Men's Apparel";"male";51;77;3927;2160;55;"Online"
"West Gear";1128299;"2021-09-18";"September";"South";"Louisiana";"New Orleans";"apparel";"Women's Apparel";"female";39;75;2925;1463;50;"Online"
"West Gear";1128299;"2021-10-17";"October";"South";"Louisiana";"New Orleans";"footwear";"Men's Street Footwear";"male";34;112;3808;2056;54;"Online"
"West Gear";1128299;"2021-10-17";"October";"South";"Louisiana";"New Orleans";"footwear";"Men's Athletic Footwear";"male";45;155;6975;3836;55;"Online"
"West Gear";1128299;"2021-10-17";"October";"South";"Louisiana";"New Orleans";"footwear";"Women's Street Footwear";"female";42;100;4200;2100;50;"Online"
"West Gear";1128299;"2021-10-17";"October";"South";"Louisiana";"New Orleans";"footwear";"Women's Athletic Footwear";"female";36;105;3780;1890;50;"Online"
"West Gear";1128299;"2021-10-17";"October";"South";"Louisiana";"New Orleans";"apparel";"Men's Apparel";"male";47;95;4465;2634;59;"Online"
"West Gear";1128299;"2021-10-17";"October";"South";"Louisiana";"New Orleans";"apparel";"Women's Apparel";"female";50;108;5400;2538;47;"Online"
"West Gear";1128299;"2021-11-17";"November";"South";"Louisiana";"New Orleans";"footwear";"Men's Street Footwear";"male";39;188;7332;3666;50;"Online"
"West Gear";1128299;"2021-11-17";"November";"South";"Louisiana";"New Orleans";"footwear";"Men's Athletic Footwear";"male";42;210;8820;4586;52;"Online"
"West Gear";1128299;"2021-11-17";"November";"South";"Louisiana";"New Orleans";"footwear";"Women's Street Footwear";"female";38;137;5206;2707;52;"Online"
"West Gear";1128299;"2021-11-17";"November";"South";"Louisiana";"New Orleans";"footwear";"Women's Athletic Footwear";"female";48;125;6000;3000;50;"Online"
"West Gear";1128299;"2021-11-17";"November";"South";"Louisiana";"New Orleans";"apparel";"Men's Apparel";"male";68;119;8092;4451;55;"Online"
"West Gear";1128299;"2021-11-17";"November";"South";"Louisiana";"New Orleans";"apparel";"Women's Apparel";"female";81;174;14094;6765;48;"Online"
"West Gear";1128299;"2021-12-16";"December";"South";"Louisiana";"New Orleans";"footwear";"Men's Street Footwear";"male";69;240;16560;8611;52;"Online"
"West Gear";1128299;"2021-12-16";"December";"South";"Louisiana";"New Orleans";"footwear";"Men's Athletic Footwear";"male";72;216;15552;7776;50;"Online"
"Foot Locker";1128299;"2021-12-16";"December";"South";"Louisiana";"New Orleans";"footwear";"Women's Street Footwear";"female";69;162;11178;5813;52;"Online"
"Foot Locker";1128299;"2021-12-16";"December";"South";"Louisiana";"New Orleans";"footwear";"Women's Athletic Footwear";"female";72;156;11232;6065;54;"Online"
"Foot Locker";1128299;"2021-12-16";"December";"South";"Louisiana";"New Orleans";"apparel";"Men's Apparel";"male";82;131;10742;6230;58;"Online"
"Foot Locker";1128299;"2021-12-16";"December";"South";"Louisiana";"New Orleans";"apparel";"Women's Apparel";"female";87;175;15225;6851;45;"Online"
"Foot Locker";1197831;"2021-01-05";"January";"South";"Louisiana";"New Orleans";"footwear";"Men's Street Footwear";"male";19;182;3458;1487;43;"Online"
"Foot Locker";1197831;"2021-01-05";"January";"South";"Louisiana";"New Orleans";"footwear";"Men's Athletic Footwear";"male";28;196;5488;2470;45;"Online"
"Foot Locker";1197831;"2021-01-05";"January";"South";"Louisiana";"New Orleans";"footwear";"Women's Street Footwear";"female";28;119;3332;1333;40;"Online"
"Foot Locker";1197831;"2021-01-05";"January";"South";"Louisiana";"New Orleans";"footwear";"Women's Athletic Footwear";"female";33;133;4389;2326;53;"Online"
"Foot Locker";1197831;"2021-01-05";"January";"South";"Louisiana";"New Orleans";"apparel";"Men's Apparel";"male";36;85;3060;1132;37;"Online"
"West Gear";1197831;"2021-01-05";"January";"South";"Louisiana";"New Orleans";"apparel";"Women's Apparel";"female";34;143;4862;2917;60;"Online"
"Foot Locker";1197831;"2021-02-04";"February";"South";"Louisiana";"New Orleans";"footwear";"Men's Street Footwear";"male";23;163;3749;1500;40;"Online"
"Foot Locker";1197831;"2021-02-04";"February";"South";"Louisiana";"New Orleans";"footwear";"Men's Athletic Footwear";"male";32;174;5568;2339;42;"Online"
"Foot Locker";1197831;"2021-02-04";"February";"South";"Louisiana";"New Orleans";"footwear";"Women's Street Footwear";"female";34;128;4352;1784;41;"Online"
"Foot Locker";1197831;"2021-02-04";"February";"West";"Idaho";"Boise";"footwear";"Women's Athletic Footwear";"female";32;109;3488;1884;54;"Online"
"Foot Locker";1197831;"2021-02-04";"February";"West";"Idaho";"Boise";"apparel";"Men's Apparel";"male";39;70;2730;956;35;"Online"
"Foot Locker";1197831;"2021-02-04";"February";"West";"Idaho";"Boise";"apparel";"Women's Apparel";"female";34;131;4454;2450;55;"Online"
"Foot Locker";1197831;"2021-03-06";"March";"West";"Idaho";"Boise";"footwear";"Men's Street Footwear";"male";28;156;4368;1966;45;"Online"
"Foot Locker";1197831;"2021-03-06";"March";"West";"Idaho";"Boise";"footwear";"Men's Athletic Footwear";"male";36;169;6084;2799;46;"Online"
"Foot Locker";1197831;"2021-03-06";"March";"West";"Idaho";"Boise";"footwear";"Women's Street Footwear";"female";28;113;3164;1550;49;"Online"
"Foot Locker";1197831;"2021-03-06";"March";"West";"Idaho";"Boise";"footwear";"Women's Athletic Footwear";"female";33;105;3465;2010;58;"Online"
"West Gear";1197831;"2021-03-06";"March";"West";"Idaho";"Boise";"apparel";"Men's Apparel";"male";37;75;2775;1249;45;"Online"
"West Gear";1197831;"2021-03-06";"March";"West";"Idaho";"Boise";"apparel";"Women's Apparel";"female";33;116;3828;2488;65;"Online"
"West Gear";1197831;"2021-04-05";"April";"West";"Idaho";"Boise";"footwear";"Men's Street Footwear";"male";19;195;3705;1741;47;"Online"
"West Gear";1197831;"2021-04-05";"April";"West";"Idaho";"Boise";"footwear";"Men's Athletic Footwear";"male";29;195;5655;2714;48;"Online"
"West Gear";1197831;"2021-04-05";"April";"West";"Idaho";"Boise";"footwear";"Women's Street Footwear";"female";24;138;3312;1557;47;"Online"
"West Gear";1197831;"2021-04-05";"April";"West";"Idaho";"Boise";"footwear";"Women's Athletic Footwear";"female";29;113;3277;1802;55;"Online"
"West Gear";1197831;"2021-04-05";"April";"West";"Idaho";"Boise";"apparel";"Men's Apparel";"male";34;72;2448;1053;43;"Online"
"West Gear";1197831;"2021-04-05";"April";"West";"Idaho";"Boise";"apparel";"Women's Apparel";"female";28;138;3864;2357;61;"Online"
"West Gear";1197831;"2021-05-05";"May";"West";"Idaho";"Boise";"footwear";"Men's Street Footwear";"male";18;203;3654;1827;50;"Online"
"West Gear";1197831;"2021-05-05";"May";"West";"Idaho";"Boise";"footwear";"Men's Athletic Footwear";"male";28;196;5488;2634;48;"Online"
"West Gear";1197831;"2021-05-05";"May";"West";"Idaho";"Boise";"footwear";"Women's Street Footwear";"female";23;167;3841;1805;47;"Online"
"West Gear";1197831;"2021-05-05";"May";"West";"Idaho";"Boise";"footwear";"Women's Athletic Footwear";"female";33;130;4290;2360;55;"Online"
"West Gear";1197831;"2021-05-05";"May";"West";"Idaho";"Boise";"apparel";"Men's Apparel";"male";47;120;5640;2256;40;"Online"
"West Gear";1197831;"2021-05-05";"May";"West";"Idaho";"Boise";"apparel";"Women's Apparel";"female";42;218;9156;5768;63;"Online"
"West Gear";1197831;"2021-06-04";"June";"West";"Idaho";"Boise";"footwear";"Men's Street Footwear";"male";42;195;8190;4013;49;"Online"
"West Gear";1197831;"2021-06-04";"June";"West";"Idaho";"Boise";"footwear";"Men's Athletic Footwear";"male";46;188;8648;4151;48;"Online"
"West Gear";1197831;"2021-06-04";"June";"West";"Idaho";"Boise";"footwear";"Women's Street Footwear";"female";47;174;8178;3925;48;"Online"
"West Gear";1197831;"2021-06-04";"June";"West";"Idaho";"Boise";"footwear";"Women's Athletic Footwear";"female";48;143;6864;4050;59;"Online"
"West Gear";1197831;"2021-06-04";"June";"West";"Idaho";"Boise";"apparel";"Men's Apparel";"male";52;117;6084;2616;43;"Online"
"West Gear";1197831;"2021-06-04";"June";"West";"Idaho";"Boise";"apparel";"Women's Apparel";"female";55;231;12705;7750;61;"Online"
"West Gear";1197831;"2021-07-06";"July";"West";"Idaho";"Boise";"footwear";"Men's Street Footwear";"male";48;217;10416;5208;50;"Online"
"West Gear";1197831;"2021-07-06";"July";"West";"Idaho";"Boise";"footwear";"Men's Athletic Footwear";"male";52;202;10504;5462;52;"Online"
"West Gear";1197831;"2021-07-06";"July";"West";"Idaho";"Boise";"footwear";"Women's Street Footwear";"female";46;241;11086;6097;55;"Online"
"West Gear";1197831;"2021-07-06";"July";"West";"Idaho";"Boise";"footwear";"Women's Athletic Footwear";"female";47;137;6439;4121;64;"Online"
"West Gear";1197831;"2021-07-06";"July";"West";"Idaho";"Boise";"apparel";"Men's Apparel";"male";53;131;6943;3333;48;"Online"
"Foot Locker";1197831;"2021-07-06";"July";"West";"Idaho";"Boise";"apparel";"Women's Apparel";"female";64;208;13312;9185;69;"Online"
"Foot Locker";1197831;"2021-08-08";"August";"West";"Idaho";"Boise";"footwear";"Men's Street Footwear";"male";46;210;9660;5313;55;"Online"
"Foot Locker";1197831;"2021-08-08";"August";"West";"Idaho";"Boise";"footwear";"Men's Athletic Footwear";"male";53;195;10335;5478;53;"Online"
"Foot Locker";1197831;"2021-08-08";"August";"West";"Idaho";"Boise";"footwear";"Women's Street Footwear";"female";46;250;11500;6095;53;"Online"
"Foot Locker";1197831;"2021-08-08";"August";"West";"Idaho";"Boise";"footwear";"Women's Athletic Footwear";"female";48;124;5952;3869;65;"Online"
"Sports Direct";1197831;"2021-08-08";"August";"West";"Idaho";"Boise";"apparel";"Men's Apparel";"male";52;133;6916;3181;46;"Online"
"Sports Direct";1197831;"2021-08-08";"August";"West";"Idaho";"Boise";"apparel";"Women's Apparel";"female";54;196;10584;7197;68;"Online"
"Sports Direct";1197831;"2021-09-05";"September";"West";"Idaho";"Boise";"footwear";"Men's Street Footwear";"male";50;176;8800;4400;50;"Online"
"Sports Direct";1197831;"2021-09-05";"September";"West";"Idaho";"Boise";"footwear";"Men's Athletic Footwear";"male";50;188;9400;4888;52;"Online"
"Sports Direct";1197831;"2021-09-05";"September";"West";"Idaho";"Boise";"footwear";"Women's Street Footwear";"female";56;182;10192;5300;52;"Online"
"Sports Direct";1197831;"2021-09-05";"September";"West";"Idaho";"Boise";"footwear";"Women's Athletic Footwear";"female";55;116;6380;4019;63;"Online"
"Sports Direct";1197831;"2021-09-05";"September";"West";"Idaho";"Boise";"apparel";"Men's Apparel";"male";50;104;5200;2392;46;"Online"
"Sports Direct";1197831;"2021-09-05";"September";"West";"Idaho";"Boise";"apparel";"Women's Apparel";"female";49;181;8869;5942;67;"Online"
"Sports Direct";1197831;"2021-10-04";"October";"West";"Idaho";"Boise";"footwear";"Men's Street Footwear";"male";36;167;6012;3066;51;"Online"
"Sports Direct";1197831;"2021-10-04";"October";"West";"Idaho";"Boise";"footwear";"Men's Athletic Footwear";"male";37;173;6401;3457;54;"Online"
"Sports Direct";1197831;"2021-10-04";"October";"West";"Idaho";"Boise";"footwear";"Women's Street Footwear";"female";41;131;5371;2739;51;"Online"
"Sports Direct";1197831;"2021-10-04";"October";"West";"Idaho";"Boise";"footwear";"Women's Athletic Footwear";"female";44;101;4444;2889;65;"Online"
"Sports Direct";1197831;"2021-10-04";"October";"West";"Idaho";"Boise";"apparel";"Men's Apparel";"male";32;91;2912;1398;48;"Online"
"Sports Direct";1197831;"2021-10-04";"October";"West";"Idaho";"Boise";"apparel";"Women's Apparel";"female";42;142;5964;3936;66;"Online"
"Sports Direct";1197831;"2021-11-05";"November";"West";"Idaho";"Boise";"footwear";"Men's Street Footwear";"male";33;182;6006;3303;55;"Online"
"Sports Direct";1197831;"2021-11-05";"November";"West";"Idaho";"Boise";"footwear";"Men's Athletic Footwear";"male";32;189;6048;3145;52;"Online"
"Sports Direct";1197831;"2021-11-05";"November";"West";"Idaho";"Boise";"footwear";"Women's Street Footwear";"female";58;150;8700;4698;54;"Online"
"Sports Direct";1197831;"2021-11-05";"November";"West";"Idaho";"Boise";"footwear";"Women's Athletic Footwear";"female";54;122;6588;4019;61;"Online"
"Sports Direct";1197831;"2021-11-05";"November";"West";"Idaho";"Boise";"apparel";"Men's Apparel";"male";54;106;5724;2862;50;"Online"
"Sports Direct";1197831;"2021-11-05";"November";"West";"Idaho";"Boise";"apparel";"Women's Apparel";"female";63;163;10269;6880;67;"Online"
"Foot Locker";1197831;"2021-12-04";"December";"West";"Idaho";"Boise";"footwear";"Men's Street Footwear";"male";54;233;12582;6794;54;"Online"
"Foot Locker";1197831;"2021-12-04";"December";"West";"Idaho";"Boise";"footwear";"Men's Athletic Footwear";"male";51;209;10659;5756;54;"Online"
"Foot Locker";1197831;"2021-12-04";"December";"West";"Idaho";"Boise";"footwear";"Women's Street Footwear";"female";56;176;9856;5125;52;"Online"
"Foot Locker";1197831;"2021-12-04";"December";"West";"Idaho";"Boise";"footwear";"Women's Athletic Footwear";"female";59;142;8378;5446;65;"Online"
"Foot Locker";1197831;"2021-12-04";"December";"West";"Idaho";"Boise";"apparel";"Men's Apparel";"male";50;133;6650;3259;49;"Online"
"Foot Locker";1197831;"2021-12-04";"December";"West";"Idaho";"Boise";"apparel";"Women's Apparel";"female";60;196;11760;8114;69;"Online"
"Foot Locker";1128299;"2021-01-23";"January";"West";"Idaho";"Boise";"footwear";"Men's Street Footwear";"male";29;119;3451;1656;48;"Online"
"Foot Locker";1128299;"2021-01-23";"January";"West";"Idaho";"Boise";"footwear";"Men's Athletic Footwear";"male";37;106;3922;2000;51;"Online"
"Foot Locker";1128299;"2021-01-23";"January";"West";"Idaho";"Boise";"footwear";"Women's Street Footwear";"female";37;106;3922;1922;49;"Online"
"Foot Locker";1128299;"2021-01-23";"January";"West";"Idaho";"Boise";"footwear";"Women's Athletic Footwear";"female";38;77;2926;1346;46;"Online"
"Foot Locker";1128299;"2021-01-23";"January";"West";"Idaho";"Boise";"apparel";"Men's Apparel";"male";42;63;2646;1191;45;"Online"
"Foot Locker";1128299;"2021-01-23";"January";"West";"Idaho";"Boise";"apparel";"Women's Apparel";"female";36;111;3996;1399;35;"Online"
"Foot Locker";1128299;"2021-02-23";"February";"West";"Idaho";"Boise";"footwear";"Men's Street Footwear";"male";29;143;4147;2074;50;"Online"
"Foot Locker";1128299;"2021-02-23";"February";"West";"Idaho";"Boise";"footwear";"Men's Athletic Footwear";"male";38;113;4294;2319;54;"Online"
